,File_path,Emotion
267,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IOM_ANG_XX.wav,angry
268,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IOM_DIS_XX.wav,disgust
269,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IOM_FEA_XX.wav,fear
270,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IOM_HAP_XX.wav,happy
271,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IOM_NEU_XX.wav,neutral
272,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IOM_SAD_XX.wav,sad
273,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITH_ANG_XX.wav,angry
274,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITH_DIS_XX.wav,disgust
275,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITH_FEA_XX.wav,fear
276,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITH_HAP_XX.wav,happy
277,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITH_NEU_XX.wav,neutral
278,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITH_SAD_XX.wav,sad
279,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITS_ANG_XX.wav,angry
280,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITS_DIS_XX.wav,disgust
281,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITS_FEA_XX.wav,fear
282,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITS_HAP_XX.wav,happy
283,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITS_NEU_XX.wav,neutral
284,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_ITS_SAD_XX.wav,sad
285,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWL_ANG_XX.wav,angry
286,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWL_DIS_XX.wav,disgust
287,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWL_FEA_XX.wav,fear
288,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWL_HAP_XX.wav,happy
289,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWL_NEU_XX.wav,neutral
290,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWL_SAD_XX.wav,sad
291,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWW_ANG_XX.wav,angry
292,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWW_DIS_XX.wav,disgust
293,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWW_FEA_XX.wav,fear
294,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWW_HAP_XX.wav,happy
295,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWW_NEU_XX.wav,neutral
296,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_IWW_SAD_XX.wav,sad
297,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_MTI_ANG_XX.wav,angry
298,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_MTI_DIS_XX.wav,disgust
299,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_MTI_FEA_XX.wav,fear
300,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_MTI_HAP_XX.wav,happy
301,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_MTI_NEU_XX.wav,neutral
302,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_MTI_SAD_XX.wav,sad
303,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TAI_ANG_XX.wav,angry
304,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TAI_DIS_XX.wav,disgust
305,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TAI_FEA_XX.wav,fear
306,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TAI_HAP_XX.wav,happy
307,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TAI_NEU_XX.wav,neutral
308,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TAI_SAD_XX.wav,sad
309,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TIE_ANG_XX.wav,angry
310,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TIE_DIS_XX.wav,disgust
311,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TIE_FEA_XX.wav,fear
312,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TIE_HAP_XX.wav,happy
313,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TIE_NEU_XX.wav,neutral
314,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TIE_SAD_XX.wav,sad
315,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TSI_ANG_XX.wav,angry
316,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TSI_DIS_XX.wav,disgust
317,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TSI_FEA_XX.wav,fear
318,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TSI_HAP_XX.wav,happy
319,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TSI_NEU_XX.wav,neutral
320,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_TSI_SAD_XX.wav,sad
321,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_WSI_ANG_XX.wav,angry
322,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_WSI_DIS_XX.wav,disgust
323,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_WSI_FEA_XX.wav,fear
324,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_WSI_HAP_XX.wav,happy
325,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_WSI_NEU_XX.wav,neutral
326,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1004_WSI_SAD_XX.wav,sad
327,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_DFA_ANG_XX.wav,angry
328,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_DFA_DIS_XX.wav,disgust
329,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_DFA_FEA_XX.wav,fear
330,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_DFA_HAP_XX.wav,happy
331,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_DFA_NEU_XX.wav,neutral
332,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_DFA_SAD_XX.wav,sad
333,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_ANG_HI.wav,angry
334,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_ANG_LO.wav,angry
335,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_ANG_MD.wav,angry
336,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_DIS_HI.wav,disgust
337,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_DIS_LO.wav,disgust
338,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_DIS_MD.wav,disgust
339,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_FEA_HI.wav,fear
340,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_FEA_LO.wav,fear
341,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_FEA_MD.wav,fear
342,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_HAP_HI.wav,happy
343,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_HAP_LO.wav,happy
344,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_HAP_MD.wav,happy
345,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_NEU_XX.wav,neutral
346,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_SAD_HI.wav,sad
347,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_SAD_LO.wav,sad
348,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IEO_SAD_MD.wav,sad
349,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IOM_ANG_XX.wav,angry
350,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IOM_DIS_XX.wav,disgust
351,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IOM_FEA_XX.wav,fear
352,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IOM_HAP_XX.wav,happy
353,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IOM_NEU_XX.wav,neutral
354,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IOM_SAD_XX.wav,sad
355,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITH_ANG_XX.wav,angry
356,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITH_DIS_XX.wav,disgust
357,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITH_FEA_XX.wav,fear
358,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITH_HAP_XX.wav,happy
359,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITH_NEU_XX.wav,neutral
360,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITH_SAD_XX.wav,sad
361,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITS_ANG_XX.wav,angry
362,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITS_DIS_XX.wav,disgust
363,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITS_FEA_XX.wav,fear
364,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITS_HAP_XX.wav,happy
365,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITS_NEU_XX.wav,neutral
366,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_ITS_SAD_XX.wav,sad
367,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWL_ANG_XX.wav,angry
368,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWL_DIS_XX.wav,disgust
369,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWL_FEA_XX.wav,fear
370,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWL_HAP_XX.wav,happy
371,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWL_NEU_XX.wav,neutral
372,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWL_SAD_XX.wav,sad
373,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWW_ANG_XX.wav,angry
374,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWW_DIS_XX.wav,disgust
375,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWW_FEA_XX.wav,fear
376,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWW_HAP_XX.wav,happy
377,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWW_NEU_XX.wav,neutral
378,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_IWW_SAD_XX.wav,sad
379,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_MTI_ANG_XX.wav,angry
380,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_MTI_DIS_XX.wav,disgust
381,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_MTI_FEA_XX.wav,fear
382,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_MTI_HAP_XX.wav,happy
383,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_MTI_NEU_XX.wav,neutral
384,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_MTI_SAD_XX.wav,sad
385,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TAI_ANG_XX.wav,angry
386,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TAI_DIS_XX.wav,disgust
387,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TAI_FEA_XX.wav,fear
388,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TAI_HAP_XX.wav,happy
389,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TAI_NEU_XX.wav,neutral
390,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TAI_SAD_XX.wav,sad
391,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TIE_ANG_XX.wav,angry
392,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TIE_DIS_XX.wav,disgust
393,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TIE_FEA_XX.wav,fear
394,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TIE_HAP_XX.wav,happy
395,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TIE_NEU_XX.wav,neutral
396,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TIE_SAD_XX.wav,sad
397,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TSI_ANG_XX.wav,angry
398,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TSI_DIS_XX.wav,disgust
399,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TSI_FEA_XX.wav,fear
400,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TSI_HAP_XX.wav,happy
401,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TSI_NEU_XX.wav,neutral
402,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_TSI_SAD_XX.wav,sad
403,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_WSI_ANG_XX.wav,angry
404,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_WSI_DIS_XX.wav,disgust
405,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_WSI_FEA_XX.wav,fear
406,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_WSI_HAP_XX.wav,happy
407,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_WSI_NEU_XX.wav,neutral
408,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1005_WSI_SAD_XX.wav,sad
409,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_DFA_ANG_XX.wav,angry
410,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_DFA_DIS_XX.wav,disgust
411,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_DFA_FEA_XX.wav,fear
412,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_DFA_HAP_XX.wav,happy
413,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_DFA_NEU_XX.wav,neutral
414,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_DFA_SAD_XX.wav,sad
415,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_ANG_HI.wav,angry
416,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_ANG_LO.wav,angry
417,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_ANG_MD.wav,angry
418,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_DIS_HI.wav,disgust
419,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_DIS_LO.wav,disgust
420,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_DIS_MD.wav,disgust
421,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_FEA_HI.wav,fear
422,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_FEA_LO.wav,fear
423,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_FEA_MD.wav,fear
424,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_HAP_HI.wav,happy
425,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_HAP_LO.wav,happy
426,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_HAP_MD.wav,happy
427,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_NEU_XX.wav,neutral
428,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_SAD_HI.wav,sad
429,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_SAD_LO.wav,sad
430,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IEO_SAD_MD.wav,sad
431,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IOM_ANG_XX.wav,angry
432,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IOM_DIS_XX.wav,disgust
433,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IOM_FEA_XX.wav,fear
434,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IOM_HAP_XX.wav,happy
435,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IOM_NEU_XX.wav,neutral
436,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IOM_SAD_XX.wav,sad
437,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITH_ANG_XX.wav,angry
438,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITH_DIS_XX.wav,disgust
439,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITH_FEA_XX.wav,fear
440,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITH_HAP_XX.wav,happy
441,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITH_NEU_XX.wav,neutral
442,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITH_SAD_XX.wav,sad
443,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITS_ANG_XX.wav,angry
444,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITS_DIS_XX.wav,disgust
445,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITS_FEA_XX.wav,fear
446,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITS_HAP_XX.wav,happy
447,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITS_NEU_XX.wav,neutral
448,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_ITS_SAD_XX.wav,sad
449,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWL_ANG_XX.wav,angry
450,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWL_DIS_XX.wav,disgust
451,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWL_FEA_XX.wav,fear
452,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWL_HAP_XX.wav,happy
453,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWL_NEU_XX.wav,neutral
454,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWL_SAD_XX.wav,sad
455,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWW_ANG_XX.wav,angry
456,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWW_DIS_XX.wav,disgust
457,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWW_FEA_XX.wav,fear
458,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWW_HAP_XX.wav,happy
459,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWW_NEU_XX.wav,neutral
460,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_IWW_SAD_XX.wav,sad
461,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_MTI_ANG_XX.wav,angry
462,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_MTI_DIS_XX.wav,disgust
463,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_MTI_FEA_XX.wav,fear
464,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_MTI_HAP_XX.wav,happy
465,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_MTI_NEU_XX.wav,neutral
466,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_MTI_SAD_XX.wav,sad
467,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_TAI_ANG_XX.wav,angry
468,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_TAI_DIS_XX.wav,disgust
469,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1006_TAI_FEA_XX.wav,fear
